"accept_credit_cards","caters","delivery","good_for_groups","good_for_kids","has_tv","outdoor_seating","parking","take_out","takes_reservations","waiter_service","wheelchair_accessible","romantic","intimate","classy","hipster","divey","touristy","trendy","upscale","casual","dessert","latenight","lunch","dinner","breakfast","brunch","review_count","price_range","alcohol","attire","noise_level","wifi","city","name","business_id","stars"
"1","1","0","1","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0",159,2,"full_bar","casual","average","no","Chandler","La Stalla Cucina Rustica","hoDG7g0Qxqje0dP_7MqpHQ",4
"1","1","0","1","1","1","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3,1,"none","casual","average","no","Chandler","Los Armandos Mexican Food","wnkCMnBVkQM5td24gHkLpA",2.5
"1","1","0","1","0","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",8,1,"full_bar","casual","very_loud","paid","Chandler","Subway","-sTBvM1pOpZts9dnJ6_5Xw",4.5
"1","0","0","1","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",9,4,"full_bar","casual","very_loud","free","Scottsdale","Boulders Resort & Club","8KMKAkdZ8BLiKXlhWRw14A",4
"1","0","0","1","0","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",60,3,"full_bar","dressy","average","paid","Phoenix","Wright's","imvNxppzxkLUPH64pQsDQg",4.5
"1","0","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",14,1,"none","casual","average","no","Chandler","Sonic Drive-In","eg57kF41MBs5RC1vDDRk9Q",3.5
"1","0","0","1","0","1","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",17,1,"full_bar","casual","loud","free","Chandler","480 Bar","7_fkHRNNHSFVP0pQCWm4yQ",4
"1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",18,1,"none","casual","average","no","Chandler","Domino's Pizza","i6_gm33IuslEp3JW82vMaQ",3.5
"1","0","0","1","1","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",118,1,"none","casual","average","no","Chandler","Brunchies","y0weNFCIJF9bTgBbFST86A",3.5
"1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",50,2,"full_bar","casual","loud","free","Chandler","Rosati's Pizza","s5BD7v8zO-YCjm9xnOLo8g",3.5
"1","1","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",100,1,"full_bar","casual","average","no","Chandler","Guedo's Cantina Grille","T_Kcz_bkhE9T6YejqFqPxQ",3.5
"1","1","1","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0",59,1,"none","casual","loud","no","Chandler","House of Egg Roll","g_kOqG2Zl8ygx46XKtWilw",3
"1","0","0","1","1","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0",31,1,"none","casual","average","no","Chandler","Long Wongs","-I2-9X1hbqTUH3XwvPMJjA",2.5
"1","1","0","0","0","1","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",6,2,"full_bar","casual","very_loud","no","Chandler","The Dirty Drummer","a29C6sg39V2HP_tq3m8nEw",2
"1","1","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",29,2,"beer_and_wine","casual","loud","no","Scottsdale","Pei Wei","BQOLVEsUCPM4yJcNkTO2VQ",3
"1","1","0","0","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",6,1,"none","casual","average","no","Phoenix","Losbetos Mexican Food","syxUZu1GrJv0LYnV38hMug",3.5
"1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",13,1,"none","casual","loud","free","Chandler","McDonald's","-v8FrfMccLpIzong9XpiuQ",2
"1","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",14,1,"none","casual","loud","no","Chandler","Dairy Queen","AAkqVCuUGIP0gvY42_CRYA",1
"0","0","0","0","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",38,1,"none","casual","average","no","Chandler","Pirate's Fish & Chips","7EFNxJUVQtF3jS1P6qsweg",2.5
"1","1","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",189,1,"none","casual","average","no","Chandler","Elmer's Tacos","qW9UysjJw3y3CwEbzruEEw",4
"1","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",12,1,"none","casual","average","free","Queen Creek","Diamond Dot Market","EyoS7DeZ6FHup9l8CpEoig",4
"1","0","0","1","0","1","0","1","1","1","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0",27,1,"full_bar","casual","loud","free","Gilbert","First Round Draft","xkiVHfXb0QsuXp8HRzWWGw",2.5
"1","0","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",11,1,"none","casual","very_loud","free","Gilbert","McDonald's","iGUq9UPsHIDvuii1zcJosA",2.5
"1","0","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7,1,"none","casual","very_loud","free","Gilbert","McDonald's","YkLnMTOf8XsqbYS7_qPNsQ",1.5
"1","1","0","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",29,1,"none","casual","loud","free","Gilbert","Brueggers Bagels","UBHENdQcmWBG3vnjz6OdMw",3
"1","1","0","1","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",55,3,"full_bar","dressy","average","no","Scottsdale","Troon North Golf Club","PFsnZlH6xxvo81hxqOE1Qg",4.5
"1","1","1","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0",59,1,"full_bar","casual","average","free","Phoenix","Paisley Violin","IceZ4BtTz76eppjNWm-c6A",3.5
"1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",7,2,"full_bar","casual","quiet","free","Phoenix","Oscar Taylor's","3m7khDnqH9QOg8gu3Ymumw",3
"1","0","0","1","1","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",52,1,"none","casual","average","free","Gilbert","The Good Egg - McQueen","rF5uvk0-2_N60UxJ1NRl0g",4
"1","1","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1",66,1,"none","casual","average","free","Gilbert","Bagel Nosh","EQxR8CKkKSmHW0fgtqVosg",4
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",14,1,"none","casual","average","no","Gilbert","Wendy's","_D3KUba-5fHTbucTBAnigw",2.5
"1","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3,1,"beer_and_wine","casual","average","free","Chandler","Pizza Factory","lUhjcttOVyH9uNa0v6NFfw",3
"1","1","0","1","0","1","1","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",3,2,"full_bar","casual","very_loud","free","Gilbert","Uncle Bear's Bar & Grill","hnw-5xX7i4C1po5X9i686Q",4
"1","1","0","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",52,2,"full_bar","casual","average","free","Gilbert","Buffalo Wild Wings","Ps6qpHmBDs5LFEOnDTSFVw",3
"1","1","1","0","1","0","0","1","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0",6,2,"none","casual","average","no","Gilbert","Papa John's Pizza","AT8Q93hoVJtnvh3VtK0rrw",3.5
"1","0","0","1","1","1","1","1","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",22,1,"full_bar","casual","average","no","Gilbert","Mesquite Grill and Sports Bar","-6O53B-ksqSKzWM6Y9moEQ",3.5
"1","1","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",23,1,"beer_and_wine","casual","average","no","Scottsdale","Rubio's","0YEbfeYZXkcTwjos9cgaEA",4
"1","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",19,2,"full_bar","casual","average","free","Gilbert","Applebee's","cPqDrBq3tL0dCinRFV02Pw",2.5
"1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0",25,2,"full_bar","casual","average","paid","Phoenix","Sam's Cafe","Uov4o_7gRqQKQyjVhWOpVA",3.5
"1","1","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",8,1,"none","casual","average","free","Gilbert","Coffee Island","YjTdvr2K-1sQ-VKaPXrkgw",4
"1","1","0","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",30,1,"full_bar","casual","average","free","Gilbert","Famous Sam's","0wK--zW6Bgqgvnob8Qc77g",3.5
"1","1","0","1","1","0","1","1","1","0","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0",13,1,"none","casual","average","no","Gilbert","Sonic Drive-In","-Rb9vXZjET2PfWMjLzZgvg",2.5
"1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4,1,"none","casual","average","no","Gilbert","Taco Bell","1USCUUAKCBr6YES7XtAf_g",3.5
"1","1","0","1","1","1","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4,2,"full_bar","casual","loud","no","Gilbert","Pizza Picazzo","ujl4ycj2iHu9weHq437LXg",3
"1","0","0","1","1","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",37,2,"full_bar","casual","average","no","Maricopa","Headquarters Cafe","Cr7RAu2aS3yyioaAYaJ8Dw",3
"1","1","1","1","1","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",80,1,"none","casual","average","no","Chandler","Rush Street Pizzeria","kOK_pWG5OkrBDyxESWPmqA",4
"1","1","0","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0",36,1,"none","casual","quiet","free","Chandler","Chens Chinese Food","7H5MW_hw0ns2nslHULBKzQ",3
"1","0","0","1","1","0","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0",135,2,"full_bar","casual","average","no","Scottsdale","Pinnacle Peak Patio","GaeokhqmZYuPr7i1EZtnHA",3.5
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0",108,2,"full_bar","casual","average","free","Phoenix","Zen 32","NDKkce5Au-o_OhIt5f2ZBg",3
"1","0","0","1","1","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",154,1,"beer_and_wine","casual","average","no","Chandler","Hangar Cafe","x6BemTnk7_eCuvbv5MflWQ",4
"1","0","0","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",626,2,"full_bar","casual","average","free","Scottsdale","Breakfast Club","9Y3aQAVITkEJYe5vLZr13w",3.5
"1","0","0","1","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1",21,1,"none","casual","average","free","Scottsdale","McDonald's","W_KPYn5tKfAOY6Blz26acw",2.5
"1","1","1","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0",7,1,"none","casual","quiet","no","Scottsdale","Slices Pizza","gw1G9caRnvpTA7N079eFCA",4.5
"1","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",7,1,"none","casual","very_loud","no","Scottsdale","Picnic Company Gourmet Cafe","vBcuToSvuwBYFQUMdDKJqw",3
"1","0","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0",9,2,"none","casual","very_loud","free","Scottsdale","Pizza Hut","aZ7_6RCmDpwTVWybClDxbQ",2
"1","1","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",94,1,"beer_and_wine","casual","average","no","Scottsdale","Julio's Too","DLOr9MYltjcu8X5kwDJgnQ",4
"1","0","0","0","1","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",19,1,"none","casual","average","free","Scottsdale","Johnny Rockets","YxIBMBPPvlhfNNIp7l4K5w",3
"1","1","0","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0",38,2,"full_bar","casual","loud","paid","Scottsdale","Julio G's","uEW1NwL9h5N0zI2Ip9UKrQ",2.5
"1","1","0","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0",18,2,"full_bar","casual","very_loud","no","Phoenix","Pizzeria Uno","nc3IiY5LNdmEwUZCW84yuA",2.5
"1","0","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0",25,1,"beer_and_wine","casual","very_loud","no","Scottsdale","Tacos Jalisco","3R5TPq8jEe5gl_4eG_VEhg",3.5
"1","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",10,1,"none","casual","average","no","Phoenix","Taco Bell","K9fIADfO_zKFPFm75A1Hxw",2.5
"0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0",228,1,"beer_and_wine","casual","loud","paid","Scottsdale","Dos Gringos","xWlCgISVtozxCztPA4nGaQ",3.5
"1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4,2,"none","casual","average","no","Scottsdale","Pacific's Cafe","-nmr-3l0EmQaZAGEoXgk4w",3
"1","0","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",9,1,"none","casual","very_loud","no","Scottsdale","Panda Express","jutz7DEv4JSM7x-jMuC6jA",3.5
"1","1","0","1","1","1","0","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0",8,2,"full_bar","casual","average","no","Scottsdale","Outback Steakhouse","PMRhNmJmHjugB9NXgn5mug",3
"1","1","0","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1",466,2,"full_bar","casual","average","free","Scottsdale","Orange Table","V6BYjHM9SnXscfkln3hCdA",4
"1","1","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",12,2,"beer_and_wine","casual","average","no","Scottsdale","Brioni To Go","7x-e_cU8XX01gftJ8-s5Gw",3.5
"1","1","0","1","1","1","1","0","1","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0",9,2,"full_bar","dressy","quiet","paid","Scottsdale","L'academie","faSdsW2s_SaVN0KTy-R2MQ",4
"1","0","0","1","0","1","0","1","1","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0",135,1,"full_bar","casual","loud","no","Scottsdale","Rusty Spur Saloon","A8Khz3eeqIFFGaXurg3hxw",4
"1","0","0","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0",85,2,"full_bar","casual","average","free","Phoenix","Applebee's","cjUmPLRT43wN9Z87A9BOpg",2.5
"1","1","0","1","0","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",122,2,"full_bar","casual","average","free","Scottsdale","Pita House","kfveMaYeaqGVNHPitT4O9w",3
"1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",299,2,"full_bar","casual","average","free","Scottsdale","Kona Grill","fK7ujDbjhRFEe2D7eIwK4w",3.5
"1","1","0","1","1","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0",37,1,"none","casual","quiet","no","Phoenix","New Hong Kong","UxMnY3Dxafucv5cXHyfBSA",3
"1","1","0","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",29,2,"full_bar","dressy","very_loud","paid","Scottsdale","Suede","AaYHMYoeOt-5nN32vTA_Dg",2.5
"0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",12,1,"none","casual","very_loud","no","Scottsdale","Baja Fresh Mexican Grill","R53UdKGf8uKUIqErS4vc0g",3
"1","1","0","1","0","1","1","1","1","1","1","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0",46,2,"full_bar","casual","quiet","no","Scottsdale","Bravo Bistro","Tmta0aEXTSQQi7JMrryorg",3.5
"1","1","0","0","0","1","0","1","0","1","1","1","1","0","0","0","0","0","1","1","1","0","0","0","1","0","0",23,4,"full_bar","casual","quiet","no","Scottsdale","Sea Saw","1FiymySkWsWxDNaUAP1LuQ",4.5
"1","1","0","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",275,2,"full_bar","casual","average","no","Scottsdale","Old Town Tortilla Factory","_tkAI5Q5XQSfgbqJzDKSDQ",3
"1","1","0","1","1","0","1","1","0","0","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0",8,2,"none","casual","average","no","Scottsdale","Subway","mWfZYDrozrCxwAO60-gLJA",4
"1","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",252,2,"beer_and_wine","casual","average","free","Scottsdale","Grazie","k6Si433-EJrY4J7SZxsnjA",3.5
"1","0","0","1","1","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",36,1,"none","casual","average","free","Scottsdale","The Good Egg - Carefree","x-4BOw1IIauM7GhYpTKhtw",4
"1","1","0","1","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",28,2,"full_bar","casual","average","paid","Scottsdale","Red Lobster","LZMzNNI5NYsW1cEJ-go6og",3.5
"1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0",148,2,"full_bar","casual","average","no","Phoenix","Baby Kay's Cajun Kitchen","24qSrF_XOrvaHDBy-gLIQg",3.5
"1","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",6,1,"none","casual","very_loud","paid","Scottsdale","Port of Subs","cof7qW-PD0M7Jykclg48oQ",3.5
"1","1","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",340,2,"beer_and_wine","casual","average","no","Scottsdale","Arcadia Farms Cafe","24V8QQWO6VaVggHdxjQQ_A",4
"1","0","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",7,1,"none","casual","average","no","Scottsdale","Sbarro","WDes-WBEz0xa9ar8nMTvuw",2
"1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0",25,1,"beer_and_wine","casual","average","no","Scottsdale","Long Wongs","1PEBcXLpMTbHF5qQCmgZcw",3.5
"1","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",12,1,"none","casual","average","no","Scottsdale","Jack-In-the Box","_dVPzYGXKNg2rIsc40VtyA",2.5
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",40,2,"full_bar","casual","very_loud","no","Scottsdale","Furio","ssmiBFaHbH_k97GsuQCOIw",4
"1","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",35,1,"none","casual","average","no","Scottsdale","KFC","Wzm33GwGm_xosXZF6Jx1-w",2
"1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0",292,2,"full_bar","casual","average","no","Scottsdale","Los Olivos","Exx5ffvnmk4MrTyCkPRuug",3
"1","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",9,1,"none","casual","average","no","Scottsdale","Subway","ld9Kl_6kcLV4B2kgxfxYIw",2
"1","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4,2,"none","casual","loud","no","Scottsdale","Burger King","EANl3lxHNKBZj-_-zOrgDw",2.5
"1","0","0","1","0","0","0","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0",372,2,"full_bar","dressy","average","no","Scottsdale","Kazimierz World Wine Bar","P5uC-zfGG6yqoQDUyqyAvg",4
"1","0","0","1","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",611,3,"full_bar","casual","average","no","Scottsdale","Cowboy Ciao","FV0BkoGOd3Yu_eJnXY15ZA",4
"1","1","0","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5,1,"none","casual","loud","no","Scottsdale","Arby's","1F3wLIHATM_-Ec_E4GAoiw",4
"1","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",98,1,"beer_and_wine","casual","quiet","free","Scottsdale","El Molino Mexican Cafe","68euKezXqyvsE49cIGdL2A",3.5
"1","0","0","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1",50,1,"none","casual","average","free","Scottsdale","Denny's","yedGp-iaruaBykL7TswBtg",2.5
"1","0","0","1","1","0","0","1","1","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0",188,2,"none","casual","average","no","Scottsdale","Original Pancake House","CEs_oJMtLsll3xBM9slBQQ",3.5
"1","1","0","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",8,1,"beer_and_wine","casual","average","no","Scottsdale","Fuddruckers","GkIWg8VevATtSorTZ5noTA",3
"1","0","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0",623,2,"full_bar","casual","average","no","Scottsdale","Roaring Fork","mxrXVZWc6PWk81gvOVNOUw",4
"1","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",16,1,"none","casual","very_loud","no","Scottsdale","Taco Bell","wUDYfHKBlvFDfwOO2NeHeA",3.5
"1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",102,2,"beer_and_wine","casual","average","no","Scottsdale","Guido's Chicago Meat & Deli","pmIJn8K3offcYUsrFCWAaQ",4
"1","0","0","1","1","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",55,2,"full_bar","casual","quiet","no","Scottsdale","Sesame Inn Carefree","6PFPQeCM-XDrZRy0DHV2Yw",3.5
"1","0","0","1","1","0","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0",74,1,"none","casual","average","no","Scottsdale","Los Betos Mexican Food","-xFO1E3OiDMmdqdjwUM_DA",3.5
"1","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0",197,1,"none","casual","average","no","Scottsdale","Joe's New York Pizza","4A628qyYpA4EhN6w6o-MYQ",3.5
"1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",493,2,"full_bar","casual","average","free","Scottsdale","Malee's Thai Bistro","SMpL3z4FLF07bRA6-y22JQ",4
"1","0","0","1","0","1","0","1","0","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0",13,3,"full_bar","dressy","very_loud","no","Scottsdale","Medizona","81a6sTDzNzsRsoUETeoBRA",4
"1","1","0","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",45,1,"none","casual","quiet","no","Scottsdale","Tokyo Express","EuNV8_SReV_3KeET2Ums6A",3
"1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",128,2,"full_bar","casual","average","free","Scottsdale","P.F. Chang's","CycfCC0OLvTjG3Eks8D1og",3.5
"1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",131,2,"full_bar","casual","average","no","Scottsdale","Buca di Beppo Italian Restaurant","Q8OMwgekiTtgClSiRcQcSw",3
