,city,review_count,name,business_id,stars,Accepts.Credit.Cards,Caters,Delivery,Good.For.Groups,Good.for.Kids,Has.TV,Outdoor.Seating,Parking,Price.Range,Take-out,Takes.Reservations,Waiter.Service,Wheelchair.Accessible,romantic,intimate,classy,hipster,divey,touristy,trendy,upscale,casual,dessert,latenight,lunch,dinner,breakfast,brunch,Attire_casual,Attire_dressy,Attire_formal,Attire_nan,Alcohol_beer_and_wine,Alcohol_full_bar,Alcohol_none,Alcohol_nan,Noise.Level_average,Noise.Level_loud,Noise.Level_quiet,Noise.Level_very_loud,Noise.Level_nan,Wi-Fi_free,Wi-Fi_no,Wi-Fi_paid,Wi-Fi_nan
46,Phoenix,409,Alice Cooper'stown,oCA2OZcd_Jo_ggVmUx3WVw,3.5,True,False,False,True,True,True,True,True,2.0,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47,Phoenix,30,Tee Pee Tap Room,eK6KGMKqU_4nB9RdayZD7Q,2.5,True,False,False,True,False,True,True,True,2.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48,Phoenix,8,Arizona Baseball Club Restaurant,jn3OgTqiQIFymRA9U0PTfQ,3.5,True,,False,True,True,True,True,,2.0,False,True,True,,False,False,False,False,False,False,False,False,False,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49,Phoenix,104,Friday's Front Row Sports Grill,1-1VcGTL3GyCqUpXZLFTZA,3.0,True,False,False,True,True,True,True,True,2.0,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50,Phoenix,77,Athenian Express,odhXwWaYZvD_icIN6f_DbA,3.5,True,True,True,True,True,False,True,True,1.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51,Phoenix,7,Pizza Hut,avPNEqlXgyBvTXjb-ujQFA,2.0,True,False,True,True,True,False,False,False,1.0,True,True,False,False,,,,,,,,,,False,False,True,True,False,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
52,Phoenix,7,Subway,ldIxXmxD3Cku0vODGYb9dQ,2.5,True,True,False,True,True,False,False,False,1.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
53,Phoenix,214,Rosita's Place,hWhVP-28LYP3llaMlAJ_JA,4.0,True,True,False,True,True,False,False,True,1.0,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
54,Phoenix,31,Whataburger,ixTr1qXUFGTzyaZUuCDDvg,3.0,True,False,False,True,True,False,False,True,1.0,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
55,Phoenix,84,That's A Wrap,ZoQAOnEFnyHjSpomtfqesA,4.0,True,,False,False,True,,True,True,1.0,True,False,False,True,,,,,,,,,,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
56,Phoenix,155,La Tolteca Mexican Foods,apCfJVnRyaw6oVUBKujpUQ,4.0,True,True,False,True,True,True,False,True,1.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
57,Phoenix,94,Gourmet House Of Hong Kong,ykfTh6HI219NoMsWBxulxw,3.5,True,True,False,True,True,True,False,True,1.0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
58,Phoenix,3,Tacos Mexico,McdTNj-TUMOlfkHwQWs4rg,4.5,True,,False,True,True,True,True,,1.0,True,False,,,,,,,,,,,,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
59,Phoenix,434,Welcome Diner,tb24fvNJfHhyKEXkKn12Xw,4.5,True,False,False,True,True,False,True,True,2.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,Phoenix,145,Los Altos Ranch Market,VXIkI9_EbDbYHeO9IzKjJg,4.5,True,True,False,True,True,True,False,True,1.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
61,Phoenix,29,Mariscos Ensenada,VKxn7zmp8nOYT-ZHFZTjgA,4.5,True,False,False,True,True,True,False,True,2.0,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
62,Phoenix,79,Guanaquito Restaurant,rbiRLiFTG098z9JaK3Nshw,4.5,True,False,False,True,True,True,False,True,1.0,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
63,Phoenix,86,Tacos De Juarez,cgNIBHS2mLdbTRiodAT6EQ,4.0,True,True,False,True,True,True,False,True,1.0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
64,Phoenix,48,Coco's Family Restaurant,SZvYxcvYYVRue9MXcEDjsA,3.5,True,False,False,True,True,False,False,True,1.0,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
65,Phoenix,174,Coronado Cafe,5-X03Zc0nN7U5eoe8uFUdw,4.0,True,True,True,False,False,False,True,True,2.0,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
66,Phoenix,14,Sonic Drive-In,0De3TQ_uSOXwgduKL0va3w,3.5,True,False,False,True,True,False,True,True,1.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
67,Phoenix,235,MacAlpine's Soda Fountain,R6aazv8FB-6BeanY3ag8kw,3.5,True,False,False,True,True,False,False,True,1.0,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
68,Phoenix,219,Rito's Market & Mexican Take Out,Xo9Im4LmIhQrzJcO4R3ZbA,4.5,True,False,False,False,True,False,True,True,1.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
69,Phoenix,3,Wendy's,TNKr6FelsEqOHnatOgWhog,4.5,True,,False,True,True,True,False,,1.0,True,False,False,,,,,,,,,,,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
70,Phoenix,42,San Carlos Bay Seafood Restaurant,NYBx4sdSVrN-I5Q8RfLMPg,4.0,True,False,False,True,True,False,False,True,2.0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
71,Phoenix,287,Mariscos Playa Hermosa,Cp6JGY5YIRncTV_My9nf9g,4.0,True,True,False,True,True,True,False,True,2.0,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
72,Phoenix,4,Hacienda Restaurant,04HakCR6gEeRYNAoKxkppQ,3.0,True,,,True,False,,True,False,1.0,True,False,True,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
73,Phoenix,6,Subway,ITyAEjIw9ekv0wXpGHQF1Q,3.5,True,True,False,False,False,False,True,,1.0,True,False,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
74,Phoenix,60,Eliana's Restaurant,q2SZa5g85758iW1L9sSL1g,4.0,True,False,False,True,True,False,False,True,1.0,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
75,Phoenix,27,Sonic Drive-In,po5FyERB4lUZNnBIwnhFlg,3.0,True,False,False,True,True,False,True,True,1.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
76,Phoenix,6,Burger King,I2IofjP2sHZUkv7pcoc33A,3.0,True,False,False,True,True,True,False,False,2.0,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
77,Phoenix,188,Indian Delhi Palace,_RBUU1y4yJrK0SPAd8z0-w,3.5,True,True,False,True,True,False,False,True,2.0,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
78,Phoenix,4,Jack-In-the Box Drive Thru,WyJuGTwFwoN0k8iX8FsqYw,3.0,True,False,False,True,True,False,False,False,1.0,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
