user_id,review_count,average_stars
JAWUsLH6OzBaK81aY8iOJw,4,4.0
zHq3VITXY0Wb3chOLNHL5A,4,3.75
6bDO9s3FRAUfp2g-FmOqUQ,12,3.53
6FNQFl8eBR7_jMWj-m51Gw,5,4.33
pz5R4R3Bjon9AVWIb34JPg,3,3.67
gubGv2AYelMPSBwAO66OhQ,8,5.0
4auqeViCAEBfl_yGPWPIDQ,8,4.0
dkF99AeTokr2hrBpg7TgVA,12,4.36
8HQTaWKUah8vabh3QhpXWw,1,5.0
9jJR6NxzGrCXPAKIaBsBaA,5,2.6
sZysdMYmiCD87yuCsh33yQ,1,5.0
9DStbgdjZsxDa_om2zAcsA,4,4.0
6co-c3CReVpCPYQBBjjtCA,3,5.0
RrXeMY4IEm4GY0bWj1H2Qg,4,2.5
J5qgFTUjqvIWCOcZipsAvQ,4,2.0
Nmc9D9_A1mXI-hRNM8gbKg,3,2.0
9xrUAitfvzBM-xdCwGxCOQ,3,5.0
_hcFytizXmET--UWPJ8xXg,2,5.0
CgcvdnsGYCABhDGSWqvvOA,47,3.47
A3rIQ1bLTlkz7p5YsIX7hw,5,5.0
W-VlJfTsCTBjknjIoTgUqw,299,3.4
ZmHf513Vr2Xlv_hDZqTbRQ,4,4.75
YYkxHHrY1ERK0wtzk1fclQ,90,3.98
9pYhwoXbWJbeMRRFY-kstA,56,3.97
gWbOL-qekQwG_xX5NCbGaA,7,4.0
U4AAjQYM8tKs-PzHmfIp5g,11,2.36
Wj9UhMkwIhX6_btQDzKZVA,6,2.83
1lJsCfWoSWkK3rsEq63ssg,3,5.0
W5vC0v3xceM7vSFHelj-TQ,15,4.33
XH1iaWIuTnfTxNNSsHt3dw,2,4.5
pioPReVZCf9m4ewvQs873A,11,3.91
qXI6auXXo4S8V9n2evhLZw,27,3.97
SORW6QT6OMqHynCbREU8cA,3,3.33
ZVg4N52_NCPMV_qcBuY2Hw,1,5.0
D-GCRazurlhRg6qpUcl6vg,2,1.5
aRx6v_WZ8dXdDDov1XrWKQ,14,4.29
kZWnh4s1rfC2HxhFVcTaIg,3,5.0
vSQWhas8isAgwb_iQ1-4Jg,18,3.42
rFNP_TqvenmWWz0KCaLeuQ,5,3.6
z_5D4XEIlGAPjG3Os9ix5A,287,3.96
gKhJyiCKkG6dHPNhr3dhDQ,2,4.5
ZO0dGjWY3RxPtrPa8FjXmA,18,4.28
siH7vPHHz1E4Bsx8dfKPcA,38,3.9
iNiM3iyVjdHqR6nRJAVofw,7,2.33
CTGrJVT_hpRU8DdqTy95vQ,8,4.88
-i1bBgUv4YQwq9G7b3_fLQ,3,5.0
1gtrVrujCQGLsBewmGI4xw,31,4.44
WhTg1po-uD_Al8XXJPWglA,5,4.0
EgPJE7nLq0OBZNwCjr9awg,15,2.73
28sBvXzFNMx7Vde09lcKcQ,1,4.0
UnFUiDsmfsZqKJlIJ8tT4A,13,4.57
V1tNyHjQ14eS1uGZfyro3Q,4,5.0
K-0bpmWIYxF_WQf9hAeFUg,5,2.6
WBNybOLvtxc2ISvjC0lFpg,6,5.0
cjBpWm-tow3jsyXc5HFCgQ,4,3.75
vpTNTZ5GT9VfdC7iWLsSYg,8,3.25
HXCFgubyi7VtxTZdup2M8w,8,2.17
5QFQPIWWdceeac_1PnOMgQ,8,3.5
czW4PNd1SoA0Yx2tQ_TrxA,6,3.67
M3c3Goo1WngyG1WR7qN8mA,3,3.33
slgOphaVyqUfuRmqWBIgWw,14,4.21
A8CEZiDhqXXVHZlJoATcrg,1,5.0
qEwCjiKvAfbS2vPHwOoKTQ,2,1.5
PnpjJLQzhzzcPGk6mcvMkQ,23,4.07
C1B7D90LziUyQCDPVxDAvg,1,1.0
5eGl3SQ_9F6pf7MAZ4JykQ,2,5.0
XejvgD4CrkR7FeIkjwAjtQ,379,4.19
5y06VUSYFtCWsV-zKG7gZA,16,4.58
-6x3O55kPx4bucGPhDN1pw,82,4.4
WYx-_pYz2nUxBw-PYak8pw,4,3.0
XquQF22v_FaM6giL8CgK-A,5,3.2
hjPDVLfQsghAHJv6jogDDA,93,3.55
LRuMicnZTzPfG6xFwwPSmA,19,3.1
9u3u2A_4psVKEMReB3O0Hg,10,4.0
q3Bg4PoN5RqoLsm4camlVQ,33,4.44
8mo3zJql6AwRwPatmytvvQ,2,5.0
FX08eHC3TK29JEilRt5V-g,172,3.9
w98TrmskPMlMQLpz-Z8EVg,81,3.19
q61Z8003K9ee7ekgc2qoiw,40,3.85
_Kn5hiybzU0__2tWbUTDsg,12,2.23
PbWFRWVS6gtIb3JksKxfXg,11,4.82
ONFpPZF9UNlJtepCObqR9A,18,4.44
qmNcNdQuUanHmBnqIJEPKg,3,5.0
ueDEgWOLJbnf6W47Q8xYBQ,121,3.58
AzfmUwHEeRnK09Gc0UrI_w,5,5.0
BBcxYMD6O-XdZaddSIoq3g,1,4.0
kGran49Yfrew4GxoYjGAzg,4,3.25
d_1OKmWsagDOLIsjgzGF7A,3,4.67
tYvF5zBOEH19VUOJrOq7Ww,14,4.36
CoRCAw0eECcFvUCnGX2Gbw,4,5.0
pexhhxyLX0sug-L3AoV8wQ,33,4.52
PuJPBDfXnzqF2H3yUfsY9Q,2,2.5
2rJ1L080LsanVT30rVz19A,16,3.5
E45rA3rbgcUWsPRfIFJ9iw,4,3.67
J9NOF7siyQsPUtRxKt0lzA,4,4.25
1ly_7CQ3_XJGu--G1OLUOw,14,3.57
m03PlEHQBLs9DfwrlBzI2g,47,3.72
reI1yQImDR-1a55zVZZPHQ,81,3.88
zTKTZ1SFaLA8hYUmkOkv5A,29,4.17
zur5s4G5CTalLJ_48kEF_A,11,3.18
b0y8MiCluS39OoY-2M8qDA,7,5.0
2bZxkcqU1WCHtMm8Y3OOEw,16,3.41
fifNCmS1V8nchWX-IclqGA,1,5.0
zpoFsOknJo3oyy9E2kKO2A,5,1.8
NpcBKEBlAgQTUL8k7ol2qA,5,2.6
PwOwKHcTOFbDxx9oAdw-ng,10,4.1
UyCdPc1oepXfH6Rx85Z4jA,30,4.33
7YS6cMbM47xf1JBu4MzJ_A,4,4.0
AwG40aqbEIQV7SeGqCyYLg,6,4.2
E6UC8inbqEcEh9hcYQRtnw,1,5.0
vXgM5MBseQu0me2b2D7Y6A,7,3.43
BvV1ao4OU7fBHJ84QsmCsg,1,1.0
P19iijvoAbr_k0ZhwTNwJQ,2,1.0
EM_29GgoNCzaD33BuVy9pQ,35,3.49
oF9p2nCwgtm0sqUfoIy0CA,11,2.9
8168aJLnZpJy9S56Hk-2Yw,27,4.33
oq3P2W7JPr0pPl3kbQEr7Q,4,4.5
IkjREQS81QbsTcQiEDqY-A,47,4.11
y24FNz2e2rFYhS29AmQXQA,3,3.67
gZ82Jih3ZYr0GhDzvj95hA,5,3.8
CsKtkYWzs56-fuJOneIOpA,11,3.27
ASM_1UY34P1qlzTYiqaY8Q,39,3.28
KStym8RhdTPUtGD2V6q7Ww,3,3.67
IAYfo5hxC8nJUKH7p9WtPw,4,4.5
X-f25JJH6nLd82ITtOFpoA,3,2.5
-guZPAGfNDUaGAYbHODjPw,5,3.0
KR7dBtSOzkf1vnLrOIBKXg,7,3.86
DKmuaOAGPTcDlNb5goNPpQ,21,4.24
bbGjfIlL8l22sKTVqGVmqg,21,3.67
SPDaUSjTWlJDQorTWeZDmQ,6,3.5
Nc9T1jvwlGE5X-c5kWNknQ,45,3.36
ULz3EzQEa1VNG5Yvp79-6w,3,4.33
UtEWwBXjTkKCh7kVn8oPKA,1,5.0
UoybSNLX_oF1-yY1x-kyWA,29,4.0
Dw6rGHm6SjZQtHsKwHuqhg,3,2.67
Q6dhZu02vU8z-zIv5hNb_Q,10,3.6
4fJQVV3r8dTCIaXAVbBEbw,110,3.85
x0FKtRh1M_WGVGNx9eKBjw,5,4.33
V6axWAF3-xOvUgjOKLNy-Q,30,4.24
ajEWtu_h76FDdEDxwdTWmg,62,3.8
tfT-JIxeWGZhYS_0vc-PkQ,5,4.4
rjzNT66zH2u0NZVIWiCeKg,2,5.0
-jTC2CzyExvwluqo0RfD5A,277,3.45
KaMDH3HMn8Rp13cip0R9fQ,8,2.12
mVhe2KmtyKomrhhw8KIdYw,6,4.33
F_aS-DNEIrPX8UxtzponQw,29,4.66
F0gdPJO1KPX3fvNztrJVRA,1,5.0
7YONdaj37IIbHF3hWTiaFw,36,4.11
-yLjuZQTj_ISm0tyn5sAOw,3,5.0
kkbKIeRB_WNXrfqRgViLoA,2,2.0
704ePukfyWbTXtpTQS858A,18,4.56
QlL8FXFuAbbRXNgNI_PqOA,37,3.95
L2BK1ySXNSaE8DUFtjyyyA,2,5.0
lt4WLGT9m9jmt8ioUZsNDg,1,2.0
3r8XRlE3t6LAcmWeVWWBNw,4,5.0
llPwXwlSyYXXjYiRfY63jg,36,4.44
dcrfHLq638v-oY4VJPOUZw,3,4.0
55GXsFLH4QYnTQqiijBtxA,1722,4.42
aIOul2YWbejMKq7BldSXgg,8,2.5
SEo_1bwLp9F7jiJZ3iqyFQ,6,3.75
XwNjKLBPWGvFuKSVLIxMfg,7,3.86
s5I8b807yvd1wHDrNAeixg,13,3.15
cgGMbNSshJroDibIKk37_w,12,3.62
KLZ4PABcgoD6TfqGW7vu7A,16,4.12
ijO62sz1AHzVVz-NujBsBg,10,4.2
EBz4pwabhvgUz-AabU2dpg,4,1.4
282aQavGnduSuhSelvAyKg,9,2.78
hD2838zIOwwWXQJAukVjHQ,3,2.0
W8m-S5KbVizJnHUjBdtYzQ,3,5.0
Yk8FymjcPxO-6dQ3hnk0vw,22,4.87
2uLfCapvxuMgdSJ9Ll2EAg,2,1.5
x9iEybtDgk_v6pDuwHtyCA,1,5.0
gX3Thnyu5roqXzIXiCTcXg,1,1.0
rnZGRdqtxB19oI4cr8vklg,2,3.67
Ap5atWJUGnJ6B-XCzbZjWA,43,3.7
OsYh3jArm6fgozczE85ZeQ,136,3.72
W1Us_1XKs97zjSzCjB33TA,235,4.06
qwr3X7DIOlviqhJ-1Gt1_Q,14,3.14
3LBIRBV0s25CU09MfOQm-Q,64,3.73
25hEQTBIqvXoJYVPUMRREw,24,3.96
oijTMVRAYB6DrSkhLlaHjA,15,4.2
Kg7GNlCZyU2-FjadESIP0A,5,3.25
-BjPRCdt8R0T19qUt8PQmA,5,4.8
VfMPoQfIbfwzwYVwDivO-g,7,3.71
lo7IrRauZD2qmZoS67uSnw,7,4.14
ukxtwCr8Zrz1QnBeoomb_A,8,4.25
GY7qdFzkc6fvqDs9XOyesw,8,4.5
X-x-nbvXH3-qtgHUWRBelw,5,3.8
QLPuZVcAUIvsWgTQgQK49Q,4,5.0
2hUVbR7I47Oyatd-ExKb2Q,1,4.0
lKkx9jSfYdnMcLYdRe907A,1,5.0
8H2udcxzMcXf9jsssL8HGg,2,5.0
fVp3Jom0qjPprubvCAry2A,1,1.0
19am9SMIHXG01cJ-_hL84Q,2,5.0
fEj_XwjnerQDYBMM120zmg,25,3.16
ofYufBa_zwF1WwoNbINV9w,1,5.0
Nt8uXfsLmVHBcQcc6KyNtg,2,4.0
vGiipbycJDh2wCraKxaPRw,2,5.0
hhEdwtrjXzESAQJzQwQcgQ,12,4.67
drYhWK0W7vE5fq4QQ4S3RA,52,4.0
H1n2XQnGPVpAE5DDa3tj4Q,12,4.25
ZfQzBvDMcE9yo3GCG9sCFA,5,3.2
Icc_dfH0FA5CcH12g4DXsQ,17,3.88
31oRIBsp4yvK07Toi14miw,26,3.3
4p94ToSDtPtS0olEqbClkQ,38,2.69
7lQO9TIkJG--Q0lZhR7A2A,15,4.07
pAIA_rc9Gsp6Ee2GSZqlAA,13,3.85
lBFyNgTUzqC0UsXJqO3p5A,20,3.19
pF812rf5MnBiHZZh2eW_9A,7,3.17
73qokUCk1A6UPBeOExVTZg,34,4.35
beCL2in_-b-QwIADWGaAtw,2,3.0
vxN-cUGzeUkcWWMHRoWRuQ,13,3.4
V7XMp-f3XnUnKp5Ssg57nw,1,1.0
Mjj3b66m-qLVJ9rtVRMQ-A,4,2.0
yaKdk0jTVsNEjgXQJB2kEQ,1,2.0
yl9kIBOu09REIKgiAsBBaA,2,1.0
0g57ukgdEhh-W1amM2oC_Q,3,2.67
TyGBIcsvgpnGsqNHgsHlYg,8,2.38
eadQIb_wifvXYdV_WVPFtw,2,1.0
7cYYUjEqqqJQJPwafGdIew,2,1.0
4UMdgx0Wzk1gEoXMa1Akqw,63,3.38
ZWx9uGzEGl0QzLUHI9rT2w,13,3.69
iuz2L3S9dGXIpifUfUfqFA,6,5.0
kXw-1LMB61zJPK-bukWp_Q,2,4.0
JDHL2NG790_PePNYYE8rWA,3,2.33
KCHGekhE8RVrSEyuwMEmGQ,6,4.0
Xq6QN6AnLnsAmuWECBujLg,6,4.17
Ur03hp3iAwwzitFYK890cw,2,2.0
1o2pfp1U9IX2rzSCGb7Ibg,5,3.6
4-_qz6UG3_icPif4R0h-tw,23,4.09
yZZdClNChe04tnB0BO6jAg,26,4.16
nVaK1WgYHxP5JUUK6j2klg,416,3.75
q46mZfg96wJHS5bGcsbhmA,2,4.67
qCXkfxmAROg5yT4fGtS9mw,3,5.0
tmy1GkZROIv2Fktssa1TZA,11,2.73
WnsPLkIKlGvp4h7OdTEskg,175,3.96
py_8jhaTmKHL1xLGPSLv8A,9,4.5
iAWvNtbr3xTHNtHuDpDjCw,6,3.67
MMeNMCy0RWW4cM04IKZO4Q,8,3.38
hRPUFyJ-gx-syU1xSqhQOQ,34,3.4
o_HlMFKNtlaWfTJiXMZxaw,26,3.88
cgc7w0P-L4Vo4oPJak1wVw,3,4.33
Cud1S18ov4BILeZvdkhZXQ,71,4.32
3d45P9NxGtso18mPEalZvA,3,2.67
xV1XUVNQ40JE2PM3D9TFbQ,78,4.23
J_iCScyaUrAAlRqwtoT8mg,5,5.0
hDGWF3in7wOpdZcgRVwQgg,2,5.0
wiCNhQ-VULrhwMPBffQOLw,8,3.62
laeqQZWFrkYcxgT4Fh1avA,1,5.0
QShRK1ZdAdAc3eEhurJZ-A,1,5.0
br26zuolXMVw2mbWPlo-Wg,1,1.0
jkV7TL5-pXV_1OUPPk4wjg,9,3.5
tz3mYGYBYdhqVYVAfhBYGw,1,1.0
zUEMkZdCSjeSICQhqwXnYA,7,4.71
i63u3SdbrLsP4FxiSKP0Zw,1859,4.1
JZURyVv9p-QgyrbK2zGgrg,574,3.83
hFHeUJAtYk618_S8VwjrFw,8,4.0
P_NpeC-Pl67ju0i19EDgXw,23,2.83
foq-7fQVq5SKoeKWsRly-A,1,2.0
NoWhtugDv430JrfIFZLxmg,2,4.5
p7dvahRPZIWL7T6pFA_0dg,553,3.32
LliqDW7vM6sg-_AMZITpGw,4,5.0
2vDDlm76-iszRtgqJINuDQ,34,3.39
jvXZJUxa32F_m_WlOdNK9Q,15,3.73
wgl1hjSIghPwk8eKeSkiOQ,2,5.0
3avXhtZQc5CEJxUwezWvnQ,3,5.0
5bAApc5MByEKLvt59_7ORg,1,4.0
lSbGNsgZUfmyafkS9fxTiA,11,4.6
Y7NeAAW2rORy458vCGKR8w,1,2.0
RGCHoFd5ND46cLtdyJHKjg,55,3.8
ehYcRj_kam_tnMTuaDmqpQ,29,4.3
e4FaGkW9ldXyE0NAgrAGYA,15,3.75
vqD7XPLvf7FYSfuPVymHJA,2,5.0
WaWOqKiFcnLkPNSwHc6sww,3,5.0
X8f-kJ_o2KCkB6hTXZxpUQ,3,3.67
MfRSd53TgXPqfVzbccLoKg,28,4.11
YFIdocpnI9c2-fD58-HGJQ,25,3.48
1ykGYq1ERicaZWCl5-Vi0Q,66,3.52
-HJ6CSeFqFzISU-tJvZqCA,12,4.58
2rvJnNfVaR8VgPXQ8cs6kg,1,1.0
XNQeqvg7g_4-KHJDm1fc9Q,4,4.0
jQ2SBgpmPgM6ocMZOwGTfw,13,4.33
xQHXdrU4QYVuThc7Gdd5og,1,5.0
kL84QK-Tv8ZqkgKhgqkxxg,4,3.25
Lnj2GvSe9a3HSoSpanJrtQ,4,5.0
E6MaozT7xyHWoml-0faVLw,26,3.74
7hxhqm9fmPeyJneO1fDbuQ,7,2.71
C8c8IhCSaponSNbFE8liCQ,2,2.0
g6sN0QkNnA44_Vf5A_nWtQ,10,4.0
aaYa0AtrJT_pW_mDH4GcHA,3,3.33
VOeVPZUbk-Nzk-Nng7qcYw,3,2.67
F5C24zgoq9A2K4rM66niCQ,179,4.04
f3z8pK_S6Csq9cOM7Mn12g,2,1.0
b4xB9eMINcJ9qtJBHtjRIg,73,4.22
Acrn9SGbBqfQir3t13x4iw,3,4.0
rK2NcYFbd1Zi7XwuHSuKaQ,5,4.0
hSpXAZoUV8vyJZtb6pcZVA,8,2.89
DFqaeNHXcZUch2v9cHLZmQ,10,4.5
stvNQwZlW7UXLxs9V27TJg,4,5.0
-FiTp3bcQ27BBtDIO9_TcA,15,3.93
SZAuGC71-WtdPmealuT9aQ,13,4.08
Y4J_x2zhjdqwWGkPjHf0WA,171,3.55
TUWywweu2KKvn2dsBOQ42g,2,5.0
_0AlzcZa4vHSuOHcEbTeNg,6,3.0
YOcK5dGtYlAvrh7RXtZXnA,6,3.83
NIBSHb4817EFRGMMrKQo2A,6,4.0
upBdacgVSiddWZde3lpRSg,15,4.6
0GeexAZIjFL8wckB8GnAgw,1,5.0
CTy1MfrZevBXWH31MpH6mw,3,5.0
m5stsywJq2jZZceS3vgYFw,3,3.0
ARSvemWz7TfLJsOINIGHMw,1,5.0
1lHY6C-s129rRGzZAKiM5g,7,2.57
xaoOESDNx21UrA4iSm6dTQ,1,5.0
lTDNsPV5AhwD76skgViaFg,6,3.17
g75FFACX60mw25X6cQCd3g,1,5.0
PnP9wBUokBg3C6wDhHAQpQ,9,4.56
s3QxmnuirvoTSh_0WMIt9g,37,3.49
aZJoZa1-kEYezg7IgFNr1w,19,3.05
UotpnjMUeX49smXAM4xF0A,6,3.83
bgFy1-XjOGExDgsJDJpbqQ,43,3.56
ImzpI_g2RVEVYJmD1-AY-A,1,1.0
lE-kuKj1KaSSamkFyAEJxw,14,3.21
1liS2O3Vhu1JF1vK8-EhQw,15,3.93
NGxwSt-4tuf1pxLthob5WQ,13,3.47
SHMGteTpLe4-rsSNQBHq7Q,20,3.45
lLtwQXQQVbqpfTiARJimrw,11,2.55
2s5UbR7hgM0MZvmfZi53Dw,3,4.67
_YqsF_0xcQpsDSSQUQLLNQ,1,5.0
z1rDSBU4QrvaqlvPBqxwXw,25,4.2
w5TdWgn0UNbtMAWveM4Isw,6,2.83
hq9mFgGKBcz3qeuR1h_ouw,4,4.25
ydf3OrAmp82qZkvP76670w,6,3.67
PGmZI-819VrALwODZIeX9g,5,3.2
-I-tIEQxeV_CBirX9UDqOQ,1,2.0
ajVBB830CL_ncauu-u-QWg,2,3.0
EWcUVkm29p5mq9BsLFtidA,4,4.75
fUTViyfaLY-0uukrdggsNw,3,2.33
YZuhzW4Zq79eL_o5MvcXSg,3,4.67
TTHeY3LjYeW15nTCivIRLw,47,4.0
-c91f0_-5ppBKRtz214bJw,2,4.5
O6JwI9Ide_fIn_t_6k5IQg,141,3.72
Hzk_0LBeBEYROulv4JU6CQ,211,3.57
JPAF4YSek6iDPuUEAgAJDw,1,5.0
WKzBtp4-XKCvzS4jbjPy8w,7,3.29
qPe796bS9rCyuNlXCqD6ug,33,4.56
xyM-QUPeZCikXjHGHqJdig,3,1.33
X-BO49n0xuG7iAvj824qHg,5,5.0
MyELEszNhH87Oa1bGVl0nA,4,5.0
uCZdAQMIHSIEr2rjz6cFeQ,4,4.75
TZfNWN79JBFQP9_NJORF_w,6,5.0
LM-jj1dpCNkGe7VyzQByyA,6,2.0
kafFo3-UEaxcrI7crNbUUg,5,4.2
5Vv7wl3lsJyfprgaYW52sA,36,3.83
-Z47L065Wg9nQxdnhyC_qA,1,5.0
lHVU1DV3d3u_qOdOgavD-w,2,3.0
MFe0VVMKYvn01Y3JP2_npg,1,1.0
